(
4.26	2.731
4.28	2.910
4.30	3.075
4.32	3.228
4.34	3.367
4.36	3.493
4.38	3.604
4.40	3.700
4.42	3.779
4.44	3.843
4.46	3.894
4.48	3.928
4.50	3.946
4.52	3.941
4.54	3.920
4.56	3.883
4.58	3.831
4.60	3.765
4.62	3.682
4.64	3.583
4.66	3.470
4.68	3.342
4.70	3.202
4.72	3.048
4.74	2.882
4.76	2.702
4.78	2.511
4.80	2.309
4.82	2.097
4.84	1.878
4.86	1.649
4.88	1.412
4.90	1.166
4.92	0.915
4.94	0.659
4.96	0.402
4.98	0.144
5.00	-0.114
5.02	-0.371
5.04	-0.628
5.06	-0.885
5.08	-1.139
5.10	-1.388
5.12	-1.629
5.14	-1.863
5.16	-2.090
5.18	-2.308
5.20	-2.518
5.22	-2.717
5.24	-2.904
5.26	-3.077
5.28	-3.235
5.30	-3.378
5.32	-3.508
5.34	-3.622
5.36	-3.720
5.38	-3.797
5.40	-3.860
5.42	-3.907
5.44	-3.936
5.46	-3.946
5.48	-3.935
5.50	-3.906
5.52	-3.860
5.54	-3.797
5.56	-3.717
5.58	-3.620
5.60	-3.508
5.62	-3.381
5.64	-3.239
5.66	-3.083
5.68	-2.912
5.70	-2.728
5.72	-2.533
5.74	-2.328
5.76	-2.113
5.78	-1.889
5.80	-1.656
5.82	-1.415
5.84	-1.166
5.86	-0.912
5.88	-0.656
5.90	-0.398
5.92	-0.140
5.94	0.118
5.96	0.376
5.98	0.632
6.00	0.886
6.02	1.135
6.04	1.378
6.06	1.614
6.08	1.844
6.10	2.066
6.12	2.280
6.14	2.485
6.16	2.678
6.18	2.860
6.20	3.029
6.22	3.185
6.24	3.328
6.26	3.458
6.28	3.573
6.30	3.674
6.32	3.758
6.34	3.825
6.36	3.880
6.38	3.920
6.40	3.942
6.42	3.944
6.44	3.927
6.46	3.895
6.48	3.847
6.50	3.784
6.52	3.705
6.54	3.610
6.56	3.501
6.58	3.378
6.60	3.241
6.62	3.091
6.64	2.927
6.66	2.751
6.68	2.563
6.70	2.364
6.72	2.155
6.74	1.937
6.76	1.710
6.78	1.475
6.80	1.232
6.82	0.984
6.84	0.731
6.86	0.475
6.88	0.218
6.90	-0.040
6.92	-0.299
6.94	-0.557
6.96	-0.814
6.98	-1.068
7.00	-1.317
7.02	-1.560
7.04	-1.796
7.06	-2.025
7.08	-2.247
7.10	-2.459
7.12	-2.661
7.14	-2.851
7.16	-3.027
7.18	-3.188
7.20	-3.336
7.22	-3.471
7.24	-3.590
7.26	-3.692
7.28	-3.777
7.30	-3.843
7.32	-3.895
7.34	-3.929
7.36	-3.945
7.38	-3.937
7.40	-3.913
7.42	-3.872
7.44	-3.814
7.46	-3.739
7.48	-3.647
7.50	-3.539
7.52	-3.416
7.54	-3.278
7.56	-3.126
7.58	-2.960
7.60	-2.781
7.62	-2.589
7.64	-2.386
7.66	-2.173
7.68	-1.951
7.70	-1.720
7.72	-1.481
7.74	-1.235
7.76	-0.982
7.78	-0.726
7.80	-0.468
7.82	-0.210
7.84	0.048
7.86	0.306
7.88	0.563
7.90	0.819
7.92	1.070
7.94	1.315
7.96	1.553
7.98	1.785
8.00	2.010
8.02	2.227
8.04	2.434
8.06	2.631
8.08	2.816
8.10	2.988
8.12	3.147
8.14	3.293
8.16	3.426
8.18	3.545
8.20	3.649
8.22	3.737
8.24	3.808
8.26	3.866
8.28	3.910
8.30	3.937
8.32	3.946
8.34	3.933
8.36	3.904
8.38	3.860
8.40	3.801
8.42	3.727
8.44	3.636
8.46	3.531
8.48	3.411
8.50	3.277
8.52	3.129
8.54	2.968
8.56	2.795
8.58	2.610
8.60	2.414
8.62	2.208
8.64	1.991
8.66	1.765
8.68	1.531
8.70	1.289
8.72	1.041
8.74	0.790
8.76	0.536
8.78	0.280
8.80	0.021
8.82	-0.238
8.84	-0.497
8.86	-0.754
8.88	-1.008
8.90	-1.256
8.92	-1.499
8.94	-1.738
8.96	-1.970
8.98	-2.194
9.00	-2.409
9.02	-2.612
9.04	-2.804
9.06	-2.983
9.08	-3.149
9.10	-3.302
9.12	-3.441
9.14	-3.563
9.16	-3.668
9.18	-3.757
9.20	-3.827
9.22	-3.884
9.24	-3.923
9.26	-3.943
9.28	-3.940
9.30	-3.919
9.32	-3.881
9.34	-3.828
9.36	-3.758
9.38	-3.671
9.40	-3.567
9.42	-3.446
9.44	-3.311
9.46	-3.162
9.48	-3.001
9.50	-2.826
9.52	-2.638
9.54	-2.438
9.56	-2.227
9.58	-2.007
9.60	-1.779
9.62	-1.542
9.64	-1.298
9.66	-1.047
9.68	-0.792
9.70	-0.534
9.72	-0.276
9.74	-0.018
9.76	0.240
9.78	0.497
9.80	0.753
9.82	1.007
9.84	1.254
9.86	1.494
9.88	1.727
9.90	1.953
9.92	2.173
9.94	2.383
9.96	2.583
9.98	2.770
10.00	2.945
10.02	3.107
10.04	3.257
10.06	3.394
10.08	3.517
10.10	3.625
10.12	3.717
10.14	3.791
10.16	3.851
10.18	3.900
10.20	3.932
10.22	3.946
10.24	3.938
10.26	3.913
10.28	3.873
10.30	3.818
10.32	3.748
10.34	3.663
10.36	3.562
10.38	3.446
10.40	3.314
10.42	3.169
10.44	3.012
10.46	2.843
10.48	2.662
10.50	2.469
10.52	2.265
10.54	2.050
10.56	1.826
10.58	1.594
10.60	1.354
10.62	1.108
10.64	0.858
10.66	0.604
10.68	0.347
10.70	0.089
10.72	-0.170
10.74	-0.430
10.76	-0.687
10.78	-0.941
10.80	-1.191
10.82	-1.437
10.84	-1.677
10.86	-1.911
10.88	-2.137
10.90	-2.354
10.92	-2.559
10.94	-2.753
10.96	-2.934
10.98	-3.105
11.00	-3.262
11.02	-3.404
11.04	-3.531
11.06	-3.640
11.08	-3.733
11.10	-3.807
11.12	-3.869
11.14	-3.914
11.16	-3.939
11.18	-3.943
11.20	-3.926
11.22	-3.893
11.24	-3.844
11.26	-3.779
11.28	-3.696
11.30	-3.596
11.32	-3.480
11.34	-3.348
11.36	-3.202
11.38	-3.044
11.40	-2.872
11.42	-2.687
11.44	-2.489
11.46	-2.281
11.48	-2.063
11.50	-1.836
11.52	-1.601
11.54	-1.360
11.56	-1.111
11.58	-0.858
11.60	-0.601
11.62	-0.343
11.64	-0.085
11.66	0.173
11.68	0.430
11.70	0.687
11.72	0.940
11.74	1.189
11.76	1.430
11.78	1.666
11.80	1.895
11.82	2.117
11.84	2.330
11.86	2.533
11.88	2.724
11.90	2.903
11.92	3.069
11.94	3.221
11.96	3.361
11.98	3.487
12.00	3.599
12.02	3.695
12.04	3.776
12.06	3.840
12.08	3.892
12.10	3.927
12.12	3.945
12.14	3.941
12.16	3.921
12.18	3.885
12.20	3.834
12.22	3.768
12.24	3.685
12.26	3.587
12.28	3.474
12.30	3.348
12.32	3.208
12.34	3.055
12.36	2.889
12.38	2.710
12.40	2.520
12.42	2.318
12.44	2.106
12.46	1.885
12.48	1.656
12.50	1.418
12.52	1.174
12.54	0.923
12.56	0.669
12.58	0.413
12.60	0.155
12.62	-0.104
12.64	-0.364
12.66	-0.622
12.68	-0.879
12.70	-1.131
12.72	-1.378
12.74	-1.619
12.76	-1.853
12.78	-2.081
12.80	-2.301
12.82	-2.510
12.84	-2.708
12.86	-2.892
12.88	-3.064
12.90	-3.223
12.92	-3.368
12.94	-3.500
12.96	-3.614
12.98	-3.712
13.00	-3.791
13.02	-3.855
13.04	-3.904
13.06	-3.934
13.08	-3.945
13.10	-3.933
13.12	-3.904
13.14	-3.860
13.16	-3.799
13.18	-3.721
13.20	-3.625
13.22	-3.513
13.24	-3.385
13.26	-3.243
13.28	-3.087
13.30	-2.919
13.32	-2.737
13.34	-2.543
13.36	-2.337
13.38	-2.121
13.40	-1.896
13.42	-1.664
13.44	-1.424
13.46	-1.178
13.48	-0.926
13.50	-0.670
13.52	-0.411
13.54	-0.152
13.56	0.106
13.58	0.364
13.60	0.619
13.62	0.871
13.64	1.120
13.66	1.365
13.68	1.604
13.70	1.835
13.72	2.058
13.74	2.272
13.76	2.476
13.78	2.669
13.80	2.852
13.82	3.023
13.84	3.180
13.86	3.325
13.88	3.455
13.90	3.570
13.92	3.670
13.94	3.755
13.96	3.823
13.98	3.880
14.00	3.920
14.02	3.943
14.04	3.944
14.06	3.927
14.08	3.895
14.10	3.849
14.12	3.787
14.14	3.709
14.16	3.615
14.18	3.505
14.20	3.381
14.22	3.245
14.24	3.096
14.26	2.935
14.28	2.760
14.30	2.572
14.32	2.373
14.34	2.164
14.36	1.946
14.38	1.721
14.40	1.486
14.42	1.243
14.44	0.993
14.46	0.738
14.48	0.481
14.50	0.224
14.52	-0.034
14.54	-0.292
14.56	-0.551
14.58	-0.808
14.60	-1.063
14.62	-1.312
14.64	-1.555
14.66	-1.792
14.68	-2.022
14.70	-2.244
14.72	-2.456
14.74	-2.657
14.76	-2.846
14.78	-3.022
14.80	-3.185
14.82	-3.335
14.84	-3.470
14.86	-3.589
14.88	-3.691
14.90	-3.774
14.92	-3.841
14.94	-3.894
14.96	-3.928
14.98	-3.945
15.00	-3.937
15.02	-3.913
15.04	-3.872
15.06	-3.814
15.08	-3.741
15.10	-3.650
15.12	-3.543
15.14	-3.419
15.16	-3.280
15.18	-3.127
15.20	-2.962
15.22	-2.785
15.24	-2.594
15.26	-2.391
15.28	-2.177
15.30	-1.953
15.32	-1.722
15.34	-1.485
15.36	-1.241
15.38	-0.989
15.40	-0.733
15.42	-0.473
15.44	-0.212
15.46	0.047
15.48	0.303
15.50	0.559
15.52	0.812
15.54	1.063
15.56	1.309
15.58	1.550
15.60	1.782
15.62	2.006
15.64	2.221
15.66	2.427
15.68	2.624
15.70	2.810
15.72	2.983
15.74	3.143
15.76	3.289
15.78	3.422
15.80	3.541
15.82	3.645
15.84	3.735
15.86	3.807
15.88	3.866
15.90	3.911
15.92	3.938
15.94	3.946
15.96	3.933
15.98	3.905
16.00	3.862
16.02	3.803
16.04	3.728
16.06	3.638
16.08	3.532
16.10	3.412
16.12	3.279
16.14	3.133
16.16	2.973
16.18	2.801
16.20	2.615
16.22	2.419
16.24	2.213
16.26	1.998
16.28	1.774
16.30	1.542
16.32	1.302
16.34	1.054
16.36	0.800
16.38	0.544
16.40	0.287
16.42	0.031
16.44	-0.226
16.46	-0.485
16.48	-0.743
16.50	-0.999
16.52	-1.250
16.54	-1.495
16.56	-1.733
16.58	-1.964
16.60	-2.188
16.62	-2.403
16.64	-2.609
16.66	-2.801
16.68	-2.980
16.70	-3.145
16.72	-3.296
16.74	-3.435
16.76	-3.559
16.78	-3.666
16.80	-3.756
16.82	-3.825
16.84	-3.881
16.86	-3.920
16.88	-3.942
16.90	-3.942
16.92	-3.923
16.94	-3.885
16.96	-3.831
16.98	-3.760
17.00	-3.673
17.02	-3.571
17.04	-3.452
17.06	-3.318
17.08	-3.170
17.10	-3.007
17.12	-2.832
17.14	-2.644
17.16	-2.445
17.18	-2.235
17.20	-2.016
17.22	-1.787
17.24	-1.551
17.26	-1.308
17.28	-1.058
17.30	-0.804
17.32	-0.545
17.34	-0.286
17.36	-0.027
17.38	0.231
17.40	0.487
17.42	0.741
17.44	0.994
17.46	1.242
17.48	1.485
17.50	1.719
17.52	1.945
17.54	2.162
17.56	2.370
17.58	2.570
17.60	2.759
17.62	2.936
17.64	3.100
17.66	3.250
17.68	3.386
17.70	3.508
17.72	3.616
17.74	3.710
17.76	3.787
17.78	3.849
17.80	3.899
17.82	3.931
17.84	3.947
17.86	3.939
17.88	3.916
17.90	3.877
17.92	3.822
17.94	3.752
17.96	3.665
17.98	3.564
18.00	3.449
18.02	3.321
18.04	3.178
18.06	3.022
18.08	2.852
18.10	2.670
18.12	2.477
18.14	2.274
18.16	2.061
18.18	1.840
18.20	1.609
18.22	1.370
18.24	1.123
18.26	0.870
18.28	0.615
18.30	0.360
18.32	0.104
18.34	-0.153
18.36	-0.411
18.38	-0.669
18.40	-0.926
18.42	-1.179
18.44	-1.426
18.46	-1.665
18.48	-1.897
18.50	-2.122
18.52	-2.340
18.54	-2.548
18.56	-2.745
18.58	-2.929
18.60	-3.099
18.62	-3.255
18.64	-3.397
18.66	-3.525
18.68	-3.637
18.70	-3.732
18.72	-3.807
18.74	-3.867
18.76	-3.911
18.78	-3.938
18.80	-3.945
18.82	-3.929
18.84	-3.897
18.86	-3.847
18.88	-3.780
18.90	-3.698
18.92	-3.600
18.94	-3.486
18.96	-3.356
18.98	-3.212
19.00	-3.052
19.02	-2.880
19.04	-2.696
19.06	-2.501
19.08	-2.295
19.10	-2.078
19.12	-1.852
19.14	-1.617
19.16	-1.375
19.18	-1.127
19.20	-0.874
19.22	-0.617
19.24	-0.359
19.26	-0.099
19.28	0.160
19.30	0.417
19.32	0.673
19.34	0.927
19.36	1.176
19.38	1.420
19.40	1.657
19.42	1.885
19.44	2.105
19.46	2.317
19.48	2.520
19.50	2.712
19.52	2.892
19.54	3.058
19.56	3.212
19.58	3.352
19.60	3.479
19.62	3.592
19.64	3.688
19.66	3.770
19.68	3.834
19.70	3.887
19.72	3.924
19.74	3.944
19.76	3.942
19.78	3.922
19.80	3.888
19.82	3.838
19.84	3.773
19.86	3.691
19.88	3.593
19.90	3.482
19.92	3.357
19.94	3.218
19.96	3.066
19.98	2.900
20.00	2.722
20.02	2.531
20.04	2.330
20.06	2.120
20.08	1.901
20.10	1.672
20.12	1.435
20.14	1.190
20.16	0.939
20.18	0.684
20.20	0.428
20.22	0.172
20.24	-0.086
20.26	-0.345
20.28	-0.603
20.30	-0.861
20.32	-1.114
20.34	-1.361
20.36	-1.602
20.38	-1.836
20.40	-2.063
20.42	-2.282
20.44	-2.493
20.46	-2.693
20.48	-2.880
20.50	-3.053
20.52	-3.212
20.54	-3.357
20.56	-3.489
20.58	-3.606
20.60	-3.706
20.62	-3.787
20.64	-3.851
20.66	-3.900
20.68	-3.932
20.70	-3.945
20.72	-3.935
20.74	-3.908
20.76	-3.864
20.78	-3.803
20.80	-3.723
20.82	-3.627
20.84	-3.516
20.86	-3.391
20.88	-3.252
20.90	-3.098
20.92	-2.930
20.94	-2.747
20.96	-2.553
20.98	-2.348
21.00	-2.135
21.02	-1.913
21.04	-1.682
21.06	-1.442
21.08	-1.194
21.10	-0.940
21.12	-0.684
21.14	-0.428
21.16	-0.172
21.18	0.086
21.20	0.344
21.22	0.602
21.24	0.857
21.26	1.108
21.28	1.353
21.30	1.590
21.32	1.820
21.34	2.043
21.36	2.259
21.38	2.466
21.40	2.662
21.42	2.845
21.44	3.015
21.46	3.171
21.48	3.314
21.50	3.445
21.52	3.562
21.54	3.664
21.56	3.751
21.58	3.818
21.60	3.873
21.62	3.915
21.64	3.940
21.66	3.946
21.68	3.931
21.70	3.900
21.72	3.853
21.74	3.790
21.76	3.712
21.78	3.619
21.80	3.512
21.82	3.392
21.84	3.256
21.86	3.107
21.88	2.944
21.90	2.768
21.92	2.582
21.94	2.385
21.96	2.178
21.98	1.961
22.00	1.734
22.02	1.497
22.04	1.254
22.06	1.004
22.08	0.752
22.10	0.498
22.12	0.241
22.14	-0.018
22.16	-0.278
22.18	-0.538
22.20	-0.796
22.22	-1.049
22.24	-1.298
22.26	-1.541
22.28	-1.778
22.30	-2.009
22.32	-2.231
22.34	-2.445
22.36	-2.648
22.38	-2.840
22.40	-3.018
22.42	-3.182
22.44	-3.331
22.46	-3.464
22.48	-3.580
22.50	-3.680
22.52	-3.764
22.54	-3.833
22.56	-3.889
22.58	-3.926
22.60	-3.944
22.62	-3.939
22.64	-3.915
22.66	-3.875
22.68	-3.819
22.70	-3.747
22.72	-3.657
22.74	-3.551
22.76	-3.427
22.78	-3.288
22.80	-3.137
22.82	-2.972
22.84	-2.795
22.86	-2.605
22.88	-2.403
22.90	-2.189
22.92	-1.967
22.94	-1.737
22.96	-1.500
22.98	-1.255
23.00	-1.005
23.02	-0.749
23.04	-0.491
23.06	-0.233
23.08	0.025
23.10	0.282
23.12	0.538
23.14	0.793
23.16	1.045
23.18	1.291
23.20	1.531
23.22	1.763
23.24	1.987
23.26	2.204
23.28	2.412
23.30	2.611
23.32	2.799
23.34	2.972
23.36	3.132
23.38	3.279
23.40	3.413
23.42	3.534
23.44	3.641
23.46	3.732
23.48	3.804
23.50	3.862
23.52	3.907
23.54	3.936
23.56	3.947
23.58	3.936
23.60	3.909
23.62	3.866
23.64	3.807
23.66	3.733
23.68	3.645
23.70	3.541
23.72	3.424
23.74	3.291
23.76	3.145
23.78	2.985
23.80	2.813
23.82	2.630
23.84	2.437
23.86	2.232
23.88	2.018
23.90	1.793
23.92	1.560
23.94	1.319
23.96	1.072
23.98	0.820
24.00	0.565
24.02	0.308
24.04	0.049
24.06	-0.211
24.08	-0.470
24.10	-0.727
24.12	-0.981
24.14	-1.232
24.16	-1.479
24.18	-1.720
24.20	-1.952
24.22	-2.175
24.24	-2.389
24.26	-2.593
24.28	-2.786
24.30	-2.968
24.32	-3.137
24.34	-3.291
24.36	-3.429
24.38	-3.552
24.40	-3.659
24.42	-3.749
24.44	-3.821
24.46	-3.880
)
